Date,Product,Region,Sales
2023-07-12,Product C,South,732
2023-07-12,Product C,East,607
2023-07-12,Product C,West,886
2023-07-12,Product D,North,497
2023-07-12,Product D,South,219
2023-07-12,Product D,East,536
2023-07-12,Product D,West,928
2023-07-12,Product E,North,775
2023-07-12,Product E,South,564
2023-07-12,Product E,East,385
2023-07-12,Product E,West,364
2023-07-13,Product A,North,419
2023-07-13,Product A,South,772
2023-07-13,Product A,East,475
2023-07-13,Product A,West,919
2023-07-13,Product B,North,188
2023-07-13,Product B,South,753
2023-07-13,Product B,East,302
2023-07-13,Product B,West,920
2023-07-13,Product C,North,838
2023-07-13,Product C,South,433
2023-07-13,Product C,East,321
2023-07-13,Product C,West,140
2023-07-13,Product D,North,807
2023-07-13,Product D,South,167
2023-07-13,Product D,East,875
2023-07-13,Product D,West,613
2023-07-13,Product E,North,972
2023-07-13,Product E,South,736
2023-07-13,Product E,East,721
2023-07-13,Product E,West,697
2023-07-14,Product A,North,731
2023-07-14,Product A,South,226
2023-07-14,Product A,East,354
2023-07-14,Product A,West,794
2023-07-14,Product B,North,115
2023-07-14,Product B,South,576
2023-07-14,Product B,East,161
2023-07-14,Product B,West,980
2023-07-14,Product C,North,531
2023-07-14,Product C,South,769
2023-07-14,Product C,East,367
2023-07-14,Product C,West,134
2023-07-14,Product D,North,878
2023-07-14,Product D,South,675
2023-07-14,Product D,East,593
2023-07-14,Product D,West,661
2023-07-14,Product E,North,568
2023-07-14,Product E,South,866
2023-07-14,Product E,East,760
2023-07-14,Product E,West,424
2023-07-15,Product A,North,403
2023-07-15,Product A,South,375
2023-07-15,Product A,East,968
2023-07-15,Product A,West,783
2023-07-15,Product B,North,300
2023-07-15,Product B,South,544
2023-07-15,Product B,East,423
2023-07-15,Product B,West,134
2023-07-15,Product C,North,581
2023-07-15,Product C,South,827
2023-07-15,Product C,East,579
2023-07-15,Product C,West,164
2023-07-15,Product D,North,107
2023-07-15,Product D,South,400
2023-07-15,Product D,East,442
2023-07-15,Product D,West,530
2023-07-15,Product E,North,523
2023-07-15,Product E,South,431
2023-07-15,Product E,East,537
2023-07-15,Product E,West,687
2023-07-16,Product A,North,273
2023-07-16,Product A,South,658
2023-07-16,Product A,East,626
2023-07-16,Product A,West,972
2023-07-16,Product B,North,758
2023-07-16,Product B,South,125
2023-07-16,Product B,East,919
2023-07-16,Product B,West,704
2023-07-16,Product C,North,505
2023-07-16,Product C,South,331
2023-07-16,Product C,East,632
2023-07-16,Product C,West,918
2023-07-16,Product D,North,649
2023-07-16,Product D,South,887
2023-07-16,Product D,East,604
2023-07-16,Product D,West,768
2023-07-16,Product E,North,278
2023-07-16,Product E,South,231
2023-07-16,Product E,East,922
2023-07-16,Product E,West,554
2023-07-17,Product A,North,447
2023-07-17,Product A,South,639
2023-07-17,Product A,East,871
2023-07-17,Product A,West,505
2023-07-17,Product B,North,175
2023-07-17,Product B,South,678
2023-07-17,Product B,East,953
2023-07-17,Product B,West,591
2023-07-17,Product C,North,293
2023-07-17,Product C,South,261
2023-07-17,Product C,East,446
2023-07-17,Product C,West,460
2023-07-17,Product D,North,868
2023-07-17,Product D,South,683
2023-07-17,Product D,East,186
2023-07-17,Product D,West,361
2023-07-17,Product E,North,313
2023-07-17,Product E,South,764
2023-07-17,Product E,East,821
2023-07-17,Product E,West,672
2023-07-18,Product A,North,879
2023-07-18,Product A,South,361
2023-07-18,Product A,East,829
2023-07-18,Product A,West,382
2023-07-18,Product B,North,747
2023-07-18,Product B,South,566
2023-07-18,Product B,East,479
2023-07-18,Product B,West,461
2023-07-18,Product C,North,548
2023-07-18,Product C,South,540
2023-07-18,Product C,East,192
2023-07-18,Product C,West,720
2023-07-18,Product D,North,852
2023-07-18,Product D,South,966
2023-07-18,Product D,East,523
2023-07-18,Product D,West,241
2023-07-18,Product E,North,390
2023-07-18,Product E,South,531
2023-07-18,Product E,East,848
2023-07-18,Product E,West,951
2023-07-19,Product A,North,923
2023-07-19,Product A,South,788
2023-07-19,Product A,East,752
2023-07-19,Product A,West,800
2023-07-19,Product B,North,148
2023-07-19,Product B,South,401
2023-07-19,Product B,East,980
2023-07-19,Product B,West,289
2023-07-19,Product C,North,235
2023-07-19,Product C,South,654
2023-07-19,Product C,East,503
2023-07-19,Product C,West,991
2023-07-19,Product D,North,964
2023-07-19,Product D,South,701
2023-07-19,Product D,East,906
2023-07-19,Product D,West,440
2023-07-19,Product E,North,856
2023-07-19,Product E,South,803
2023-07-19,Product E,East,417
2023-07-19,Product E,West,717
2023-07-20,Product A,North,462
2023-07-20,Product A,South,921
2023-07-20,Product A,East,481
2023-07-20,Product A,West,332
2023-07-20,Product B,North,876
2023-07-20,Product B,South,443
2023-07-20,Product B,East,648
2023-07-20,Product B,West,916
2023-07-20,Product C,North,652
2023-07-20,Product C,South,628
2023-07-20,Product C,East,955
2023-07-20,Product C,West,888
2023-07-20,Product D,North,918
2023-07-20,Product D,South,670
2023-07-20,Product D,East,282
2023-07-20,Product D,West,140
2023-07-20,Product E,North,650
2023-07-20,Product E,South,496
2023-07-20,Product E,East,803
2023-07-20,Product E,West,878
2023-07-21,Product A,North,593
2023-07-21,Product A,South,758
2023-07-21,Product A,East,432
2023-07-21,Product A,West,226
2023-07-21,Product B,North,657
2023-07-21,Product B,South,656
2023-07-21,Product B,East,100
2023-07-21,Product B,West,267
2023-07-21,Product C,North,719
2023-07-21,Product C,South,118
2023-07-21,Product C,East,431
2023-07-21,Product C,West,683
2023-07-21,Product D,North,555
2023-07-21,Product D,South,208
2023-07-21,Product D,East,367
2023-07-21,Product D,West,544
2023-07-21,Product E,North,339
2023-07-21,Product E,South,400
2023-07-21,Product E,East,701
2023-07-21,Product E,West,202
2023-07-22,Product A,North,349
2023-07-22,Product A,South,552
2023-07-22,Product A,East,619
2023-07-22,Product A,West,252
2023-07-22,Product B,North,958
2023-07-22,Product B,South,273
2023-07-22,Product B,East,442
2023-07-22,Product B,West,769
2023-07-22,Product C,North,530
2023-07-22,Product C,South,826
2023-07-22,Product C,East,788
2023-07-22,Product C,West,786
2023-07-22,Product D,North,951
2023-07-22,Product D,South,949
2023-07-22,Product D,East,757
2023-07-22,Product D,West,423
2023-07-22,Product E,North,772
2023-07-22,Product E,South,738
2023-07-22,Product E,East,519
2023-07-22,Product E,West,693
2023-07-23,Product A,North,584
2023-07-23,Product A,South,758
2023-07-23,Product A,East,850
2023-07-23,Product A,West,511
2023-07-23,Product B,North,183
2023-07-23,Product B,South,212
2023-07-23,Product B,East,836
2023-07-23,Product B,West,431
2023-07-23,Product C,North,477
2023-07-23,Product C,South,854
2023-07-23,Product C,East,754
2023-07-23,Product C,West,140
2023-07-23,Product D,North,869
2023-07-23,Product D,South,896
2023-07-23,Product D,East,204
2023-07-23,Product D,West,301
2023-07-23,Product E,North,549
2023-07-23,Product E,South,918
2023-07-23,Product E,East,942
2023-07-23,Product E,West,365
2023-07-24,Product A,North,309
2023-07-24,Product A,South,662
2023-07-24,Product A,East,217
2023-07-24,Product A,West,812
2023-07-24,Product B,North,476
2023-07-24,Product B,South,650
2023-07-24,Product B,East,639
2023-07-24,Product B,West,870
2023-07-24,Product C,North,183
2023-07-24,Product C,South,553
2023-07-24,Product C,East,766
2023-07-24,Product C,West,728
2023-07-24,Product D,North,613
2023-07-24,Product D,South,704
2023-07-24,Product D,East,777
2023-07-24,Product D,West,486
2023-07-24,Product E,North,449
2023-07-24,Product E,South,395
2023-07-24,Product E,East,357
2023-07-24,Product E,West,180
2023-07-25,Product A,North,367
2023-07-25,Product A,South,518
2023-07-25,Product A,East,334
2023-07-25,Product A,West,932
2023-07-25,Product B,North,410
2023-07-25,Product B,South,912
2023-07-25,Product B,East,456
2023-07-25,Product B,West,312
2023-07-25,Product C,North,673
2023-07-25,Product C,South,148
2023-07-25,Product C,East,226
2023-07-25,Product C,West,322
2023-07-25,Product D,North,378
2023-07-25,Product D,South,507
2023-07-25,Product D,East,604
2023-07-25,Product D,West,393
2023-07-25,Product E,North,895
2023-07-25,Product E,South,376
2023-07-25,Product E,East,537
2023-07-25,Product E,West,206
2023-07-26,Product A,North,757
2023-07-26,Product A,South,519
2023-07-26,Product A,East,710
2023-07-26,Product A,West,528
2023-07-26,Product B,North,474
2023-07-26,Product B,South,172
2023-07-26,Product B,East,733
2023-07-26,Product B,West,129
2023-07-26,Product C,North,287
2023-07-26,Product C,South,463
2023-07-26,Product C,East,965
2023-07-26,Product C,West,899
2023-07-26,Product D,North,550
2023-07-26,Product D,South,294
2023-07-26,Product D,East,255
2023-07-26,Product D,West,271
2023-07-26,Product E,North,946
2023-07-26,Product E,South,140
2023-07-26,Product E,East,162
2023-07-26,Product E,West,122
2023-07-27,Product A,North,459
2023-07-27,Product A,South,174
2023-07-27,Product A,East,659
2023-07-27,Product A,West,771
2023-07-27,Product B,North,924
2023-07-27,Product B,South,217
2023-07-27,Product B,East,711
2023-07-27,Product B,West,479
2023-07-27,Product C,North,778
2023-07-27,Product C,South,389
2023-07-27,Product C,East,539
2023-07-27,Product C,West,767
2023-07-27,Product D,North,106
2023-07-27,Product D,South,295
2023-07-27,Product D,East,520
2023-07-27,Product D,West,667
2023-07-27,Product E,North,932
2023-07-27,Product E,South,292
2023-07-27,Product E,East,658
2023-07-27,Product E,West,247
2023-07-28,Product A,North,886
2023-07-28,Product A,South,768
2023-07-28,Product A,East,301
2023-07-28,Product A,West,543
2023-07-28,Product B,North,518
2023-07-28,Product B,South,526
2023-07-28,Product B,East,578
2023-07-28,Product B,West,574
2023-07-28,Product C,North,225
2023-07-28,Product C,South,494
2023-07-28,Product C,East,916
2023-07-28,Product C,West,980
2023-07-28,Product D,North,905
2023-07-28,Product D,South,675
2023-07-28,Product D,East,424
2023-07-28,Product D,West,491
2023-07-28,Product E,North,787
2023-07-28,Product E,South,727
2023-07-28,Product E,East,539
2023-07-28,Product E,West,303
2023-07-29,Product A,North,585
2023-07-29,Product A,South,932
2023-07-29,Product A,East,130
2023-07-29,Product A,West,487
2023-07-29,Product B,North,724
2023-07-29,Product B,South,976
2023-07-29,Product B,East,533
2023-07-29,Product B,West,936
2023-07-29,Product C,North,475
2023-07-29,Product C,South,443
2023-07-29,Product C,East,542
2023-07-29,Product C,West,678
2023-07-29,Product D,North,174
2023-07-29,Product D,South,656
2023-07-29,Product D,East,871
2023-07-29,Product D,West,765
2023-07-29,Product E,North,254
2023-07-29,Product E,South,529
2023-07-29,Product E,East,462
2023-07-29,Product E,West,547
2023-07-30,Product A,North,333
2023-07-30,Product A,South,662
2023-07-30,Product A,East,917
2023-07-30,Product A,West,361
2023-07-30,Product B,North,926
2023-07-30,Product B,South,224
2023-07-30,Product B,East,344
2023-07-30,Product B,West,641
2023-07-30,Product C,North,584
2023-07-30,Product C,South,221
2023-07-30,Product C,East,224
2023-07-30,Product C,West,648
2023-07-30,Product D,North,269
2023-07-30,Product D,South,223
2023-07-30,Product D,East,968
2023-07-30,Product D,West,134
2023-07-30,Product E,North,186
2023-07-30,Product E,South,745
2023-07-30,Product E,East,807
2023-07-30,Product E,West,885
2023-07-31,Product A,North,300
2023-07-31,Product A,South,468
2023-07-31,Product A,East,896
2023-07-31,Product A,West,176
2023-07-31,Product B,North,158
2023-07-31,Product B,South,530
2023-07-31,Product B,East,737
2023-07-31,Product B,West,599
2023-07-31,Product C,North,208
2023-07-31,Product C,South,835
2023-07-31,Product C,East,377
2023-07-31,Product C,West,167
2023-07-31,Product D,North,168
2023-07-31,Product D,South,264
2023-07-31,Product D,East,588
2023-07-31,Product D,West,404
2023-07-31,Product E,North,773
2023-07-31,Product E,South,464
2023-07-31,Product E,East,953
2023-07-31,Product E,West,920
2023-08-01,Product A,North,478
2023-08-01,Product A,South,442
2023-08-01,Product A,East,998
2023-08-01,Product A,West,653
2023-08-01,Product B,North,453
2023-08-01,Product B,South,515
2023-08-01,Product B,East,208
2023-08-01,Product B,West,662
2023-08-01,Product C,North,861
2023-08-01,Product C,South,596
2023-08-01,Product C,East,440
2023-08-01,Product C,West,482
2023-08-01,Product D,North,632
2023-08-01,Product D,South,399
2023-08-01,Product D,East,238
2023-08-01,Product D,West,458
2023-08-01,Product E,North,935
2023-08-01,Product E,South,598
2023-08-01,Product E,East,484
2023-08-01,Product E,West,703
2023-08-02,Product A,North,379
2023-08-02,Product A,South,736
2023-08-02,Product A,East,582
2023-08-02,Product A,West,210
2023-08-02,Product B,North,965
2023-08-02,Product B,South,238
2023-08-02,Product B,East,534
2023-08-02,Product B,West,608
2023-08-02,Product C,North,372
2023-08-02,Product C,South,198
2023-08-02,Product C,East,863
2023-08-02,Product C,West,949
2023-08-02,Product D,North,203
2023-08-02,Product D,South,313
2023-08-02,Product D,East,860
2023-08-02,Product D,West,763
2023-08-02,Product E,North,861
2023-08-02,Product E,South,886
2023-08-02,Product E,East,264
2023-08-02,Product E,West,952
2023-08-03,Product A,North,619
2023-08-03,Product A,South,383
2023-08-03,Product A,East,616
2023-08-03,Product A,West,756
2023-08-03,Product B,North,712
2023-08-03,Product B,South,263
2023-08-03,Product B,East,985
2023-08-03,Product B,West,758
2023-08-03,Product C,North,163
2023-08-03,Product C,South,190
2023-08-03,Product C,East,216
2023-08-03,Product C,West,965
2023-08-03,Product D,North,366
2023-08-03,Product D,South,921
2023-08-03,Product D,East,784
2023-08-03,Product D,West,658
2023-08-03,Product E,North,239
2023-08-03,Product E,South,345
2023-08-03,Product E,East,760
2023-08-03,Product E,West,857
2023-08-04,Product A,North,494
2023-08-04,Product A,South,586
2023-08-04,Product A,East,575
2023-08-04,Product A,West,616
2023-08-04,Product B,North,283
2023-08-04,Product B,South,119
2023-08-04,Product B,East,657
2023-08-04,Product B,West,623
2023-08-04,Product C,North,681
2023-08-04,Product C,South,628
2023-08-04,Product C,East,982
2023-08-04,Product C,West,246
2023-08-04,Product D,North,765
2023-08-04,Product D,South,403
2023-08-04,Product D,East,719
2023-08-04,Product D,West,847
2023-08-04,Product E,North,919
2023-08-04,Product E,South,963
2023-08-04,Product E,East,681
2023-08-04,Product E,West,794
2023-08-05,Product A,North,861
2023-08-05,Product A,South,327
2023-08-05,Product A,East,201
2023-08-05,Product A,West,686
2023-08-05,Product B,North,516
2023-08-05,Product B,South,315
2023-08-05,Product B,East,506
2023-08-05,Product B,West,498
2023-08-05,Product C,North,814
2023-08-05,Product C,South,803
2023-08-05,Product C,East,860
2023-08-05,Product C,West,598
2023-08-05,Product D,North,853
2023-08-05,Product D,South,564
2023-08-05,Product D,East,790
2023-08-05,Product D,West,830
2023-08-05,Product E,North,181
2023-08-05,Product E,South,703
2023-08-05,Product E,East,786
2023-08-05,Product E,West,850
2023-08-06,Product A,North,871
2023-08-06,Product A,South,464
2023-08-06,Product A,East,262
2023-08-06,Product A,West,147
2023-08-06,Product B,North,610
2023-08-06,Product B,South,428
2023-08-06,Product B,East,939
2023-08-06,Product B,West,215
2023-08-06,Product C,North,948
2023-08-06,Product C,South,436
2023-08-06,Product C,East,980
2023-08-06,Product C,West,836
2023-08-06,Product D,North,963
2023-08-06,Product D,South,939
2023-08-06,Product D,East,246
2023-08-06,Product D,West,674
2023-08-06,Product E,North,905
2023-08-06,Product E,South,422
2023-08-06,Product E,East,542
2023-08-06,Product E,West,936
2023-08-07,Product A,North,112
2023-08-07,Product A,South,593
2023-08-07,Product A,East,800
2023-08-07,Product A,West,386
2023-08-07,Product B,North,819
2023-08-07,Product B,South,213
2023-08-07,Product B,East,579
2023-08-07,Product B,West,121
2023-08-07,Product C,North,448
2023-08-07,Product C,South,825
2023-08-07,Product C,East,782
2023-08-07,Product C,West,934
2023-08-07,Product D,North,665
2023-08-07,Product D,South,909
2023-08-07,Product D,East,419
2023-08-07,Product D,West,225
2023-08-07,Product E,North,376
2023-08-07,Product E,South,303
2023-08-07,Product E,East,293
2023-08-07,Product E,West,780
2023-08-08,Product A,North,763
2023-08-08,Product A,South,646
2023-08-08,Product A,East,795
2023-08-08,Product A,West,385
2023-08-08,Product B,North,156
2023-08-08,Product B,South,833
2023-08-08,Product B,East,402
2023-08-08,Product B,West,262
2023-08-08,Product C,North,118
2023-08-08,Product C,South,469
2023-08-08,Product C,East,363
2023-08-08,Product C,West,893
2023-08-08,Product D,North,212
2023-08-08,Product D,South,587
2023-08-08,Product D,East,426
2023-08-08,Product D,West,641
2023-08-08,Product E,North,746
2023-08-08,Product E,South,678
2023-08-08,Product E,East,164
2023-08-08,Product E,West,391
2023-08-09,Product A,North,124
2023-08-09,Product A,South,648
2023-08-09,Product A,East,100
2023-08-09,Product A,West,648
2023-08-09,Product B,North,240
2023-08-09,Product B,South,843
2023-08-09,Product B,East,747
2023-08-09,Product B,West,287
2023-08-09,Product C,North,227
2023-08-09,Product C,South,300
2023-08-09,Product C,East,226
2023-08-09,Product C,West,356
2023-08-09,Product D,North,775
2023-08-09,Product D,South,646
2023-08-09,Product D,East,293
2023-08-09,Product D,West,802
2023-08-09,Product E,North,203
2023-08-09,Product E,South,634
2023-08-09,Product E,East,364
2023-08-09,Product E,West,901
2023-08-10,Product A,North,483
2023-08-10,Product A,South,359
2023-08-10,Product A,East,513
2023-08-10,Product A,West,457
2023-08-10,Product B,North,174
2023-08-10,Product B,South,454
2023-08-10,Product B,East,683
2023-08-10,Product B,West,870
2023-08-10,Product C,North,287
2023-08-10,Product C,South,784
2023-08-10,Product C,East,389
2023-08-10,Product C,West,144
2023-08-10,Product D,North,672
2023-08-10,Product D,South,182
2023-08-10,Product D,East,222
2023-08-10,Product D,West,457
2023-08-10,Product E,North,627
2023-08-10,Product E,South,165
2023-08-10,Product E,East,756
2023-08-10,Product E,West,474
2023-08-11,Product A,North,261
2023-08-11,Product A,South,845
2023-08-11,Product A,East,479
2023-08-11,Product A,West,755
2023-08-11,Product B,North,457
2023-08-11,Product B,South,287
2023-08-11,Product B,East,421
2023-08-11,Product B,West,549
2023-08-11,Product C,North,573
2023-08-11,Product C,South,112
2023-08-11,Product C,East,283
2023-08-11,Product C,West,210
2023-08-11,Product D,North,607
2023-08-11,Product D,South,389
2023-08-11,Product D,East,394
2023-08-11,Product D,West,550
2023-08-11,Product E,North,314
2023-08-11,Product E,South,731
2023-08-11,Product E,East,993
2023-08-11,Product E,West,666
2023-08-12,Product A,North,126
2023-08-12,Product A,South,729
2023-08-12,Product A,East,832
2023-08-12,Product A,West,330
2023-08-12,Product B,North,664
2023-08-12,Product B,South,906
2023-08-12,Product B,East,420
2023-08-12,Product B,West,332
2023-08-12,Product C,North,769
2023-08-12,Product C,South,536
2023-08-12,Product C,East,880
2023-08-12,Product C,West,632
2023-08-12,Product D,North,502
2023-08-12,Product D,South,152
2023-08-12,Product D,East,886
2023-08-12,Product D,West,412
2023-08-12,Product E,North,380
2023-08-12,Product E,South,825
2023-08-12,Product E,East,130
2023-08-12,Product E,West,436
2023-08-13,Product A,North,282
2023-08-13,Product A,South,122
2023-08-13,Product A,East,643
2023-08-13,Product A,West,545
2023-08-13,Product B,North,173
2023-08-13,Product B,South,109
2023-08-13,Product B,East,583
2023-08-13,Product B,West,555
2023-08-13,Product C,North,665
2023-08-13,Product C,South,663
2023-08-13,Product C,East,759
2023-08-13,Product C,West,259
2023-08-13,Product D,North,981
2023-08-13,Product D,South,113
2023-08-13,Product D,East,277
2023-08-13,Product D,West,511
2023-08-13,Product E,North,977
2023-08-13,Product E,South,152
2023-08-13,Product E,East,507
2023-08-13,Product E,West,946
2023-08-14,Product A,North,121
2023-08-14,Product A,South,129
2023-08-14,Product A,East,802
2023-08-14,Product A,West,359
2023-08-14,Product B,North,304
2023-08-14,Product B,South,158
2023-08-14,Product B,East,570
2023-08-14,Product B,West,875
2023-08-14,Product C,North,565
2023-08-14,Product C,South,111
2023-08-14,Product C,East,730
2023-08-14,Product C,West,389
2023-08-14,Product D,North,949
2023-08-14,Product D,South,859
2023-08-14,Product D,East,453
2023-08-14,Product D,West,738
2023-08-14,Product E,North,174
2023-08-14,Product E,South,972
2023-08-14,Product E,East,815
2023-08-14,Product E,West,660
2023-08-15,Product A,North,690
2023-08-15,Product A,South,540
2023-08-15,Product A,East,340
2023-08-15,Product A,West,960
2023-08-15,Product B,North,253
2023-08-15,Product B,South,885
2023-08-15,Product B,East,195
2023-08-15,Product B,West,825
2023-08-15,Product C,North,393
2023-08-15,Product C,South,308
2023-08-15,Product C,East,442
2023-08-15,Product C,West,187
2023-08-15,Product D,North,917
2023-08-15,Product D,South,875
2023-08-15,Product D,East,489
2023-08-15,Product D,West,424
2023-08-15,Product E,North,988
2023-08-15,Product E,South,931
2023-08-15,Product E,East,256
2023-08-15,Product E,West,767
2023-08-16,Product A,North,750
2023-08-16,Product A,South,732
2023-08-16,Product A,East,676
2023-08-16,Product A,West,718
2023-08-16,Product B,North,758
2023-08-16,Product B,South,236
2023-08-16,Product B,East,773
2023-08-16,Product B,West,527
2023-08-16,Product C,North,551
2023-08-16,Product C,South,711
2023-08-16,Product C,East,949
2023-08-16,Product C,West,918
2023-08-16,Product D,North,240
2023-08-16,Product D,South,182
2023-08-16,Product D,East,276
2023-08-16,Product D,West,297
2023-08-16,Product E,North,723
2023-08-16,Product E,South,667
2023-08-16,Product E,East,790
2023-08-16,Product E,West,520
2023-08-17,Product A,North,500
2023-08-17,Product A,South,797
2023-08-17,Product A,East,570
2023-08-17,Product A,West,317
2023-08-17,Product B,North,927
2023-08-17,Product B,South,828
2023-08-17,Product B,East,731
2023-08-17,Product B,West,274
2023-08-17,Product C,North,122
2023-08-17,Product C,South,824
2023-08-17,Product C,East,334
2023-08-17,Product C,West,112
2023-08-17,Product D,North,200
2023-08-17,Product D,South,635
2023-08-17,Product D,East,975
2023-08-17,Product D,West,622
2023-08-17,Product E,North,884
2023-08-17,Product E,South,551
2023-08-17,Product E,East,530
2023-08-17,Product E,West,892
2023-08-18,Product A,North,705
2023-08-18,Product A,South,812
2023-08-18,Product A,East,632
2023-08-18,Product A,West,951
2023-08-18,Product B,North,822
2023-08-18,Product B,South,751
2023-08-18,Product B,East,392
2023-08-18,Product B,West,909
2023-08-18,Product C,North,200
2023-08-18,Product C,South,601
2023-08-18,Product C,East,403
2023-08-18,Product C,West,970
2023-08-18,Product D,North,639
2023-08-18,Product D,South,652
2023-08-18,Product D,East,454
2023-08-18,Product D,West,402
2023-08-18,Product E,North,595
2023-08-18,Product E,South,757
2023-08-18,Product E,East,867
2023-08-18,Product E,West,326
2023-08-19,Product A,North,335
2023-08-19,Product A,South,972
2023-08-19,Product A,East,991
2023-08-19,Product A,West,554
2023-08-19,Product B,North,112
2023-08-19,Product B,South,309
2023-08-19,Product B,East,840
2023-08-19,Product B,West,496
2023-08-19,Product C,North,199
2023-08-19,Product C,South,130
2023-08-19,Product C,East,997
2023-08-19,Product C,West,627
2023-08-19,Product D,North,748
2023-08-19,Product D,South,428
2023-08-19,Product D,East,265
2023-08-19,Product D,West,558
2023-08-19,Product E,North,921
2023-08-19,Product E,South,199
2023-08-19,Product E,East,720
2023-08-19,Product E,West,954
2023-08-20,Product A,North,272
2023-08-20,Product A,South,848
2023-08-20,Product A,East,261
2023-08-20,Product A,West,827
2023-08-20,Product B,North,875
2023-08-20,Product B,South,362
2023-08-20,Product B,East,903
2023-08-20,Product B,West,373
2023-08-20,Product C,North,102
2023-08-20,Product C,South,127
2023-08-20,Product C,East,425
2023-08-20,Product C,West,248
2023-08-20,Product D,North,639
2023-08-20,Product D,South,587
2023-08-20,Product D,East,921
2023-08-20,Product D,West,537
2023-08-20,Product E,North,164
2023-08-20,Product E,South,455
2023-08-20,Product E,East,632
2023-08-20,Product E,West,351
2023-08-21,Product A,North,334
2023-08-21,Product A,South,326
2023-08-21,Product A,East,624
2023-08-21,Product A,West,412
2023-08-21,Product B,North,148
2023-08-21,Product B,South,217
2023-08-21,Product B,East,153
2023-08-21,Product B,West,749
2023-08-21,Product C,North,664
2023-08-21,Product C,South,143
2023-08-21,Product C,East,914
2023-08-21,Product C,West,152
2023-08-21,Product D,North,685
2023-08-21,Product D,South,657
2023-08-21,Product D,East,624
2023-08-21,Product D,West,776
2023-08-21,Product E,North,201
2023-08-21,Product E,South,891
2023-08-21,Product E,East,869
2023-08-21,Product E,West,948
2023-08-22,Product A,North,967
2023-08-22,Product A,South,497
2023-08-22,Product A,East,237
2023-08-22,Product A,West,774
2023-08-22,Product B,North,486
2023-08-22,Product B,South,210
2023-08-22,Product B,East,713
2023-08-22,Product B,West,116
2023-08-22,Product C,North,879
2023-08-22,Product C,South,281
2023-08-22,Product C,East,983
2023-08-22,Product C,West,635
2023-08-22,Product D,North,640
2023-08-22,Product D,South,270
2023-08-22,Product D,East,508
2023-08-22,Product D,West,839
2023-08-22,Product E,North,477
2023-08-22,Product E,South,287
2023-08-22,Product E,East,957
2023-08-22,Product E,West,329
2023-08-23,Product A,North,932
2023-08-23,Product A,South,951
2023-08-23,Product A,East,218
2023-08-23,Product A,West,255
2023-08-23,Product B,North,883
2023-08-23,Product B,South,786
2023-08-23,Product B,East,564
2023-08-23,Product B,West,203
2023-08-23,Product C,North,703
2023-08-23,Product C,South,797
2023-08-23,Product C,East,894
2023-08-23,Product C,West,601
2023-08-23,Product D,North,792
2023-08-23,Product D,South,781
2023-08-23,Product D,East,798
2023-08-23,Product D,West,274
2023-08-23,Product E,North,833
2023-08-23,Product E,South,844
2023-08-23,Product E,East,773
2023-08-23,Product E,West,520
2023-08-24,Product A,North,233
2023-08-24,Product A,South,490
2023-08-24,Product A,East,835
2023-08-24,Product A,West,600
2023-08-24,Product B,North,764
2023-08-24,Product B,South,132
2023-08-24,Product B,East,154
2023-08-24,Product B,West,618
2023-08-24,Product C,North,855
2023-08-24,Product C,South,924
2023-08-24,Product C,East,737
2023-08-24,Product C,West,111
2023-08-24,Product D,North,627
2023-08-24,Product D,South,819
2023-08-24,Product D,East,654
2023-08-24,Product D,West,472
2023-08-24,Product E,North,583
2023-08-24,Product E,South,746
2023-08-24,Product E,East,327
2023-08-24,Product E,West,722
2023-08-25,Product A,North,406
2023-08-25,Product A,South,556
2023-08-25,Product A,East,259
2023-08-25,Product A,West,430
2023-08-25,Product B,North,875
2023-08-25,Product B,South,324
2023-08-25,Product B,East,828
2023-08-25,Product B,West,603
2023-08-25,Product C,North,555
2023-08-25,Product C,South,144
2023-08-25,Product C,East,313
2023-08-25,Product C,West,158
2023-08-25,Product D,North,743
2023-08-25,Product D,South,715
2023-08-25,Product D,East,294
2023-08-25,Product D,West,588
2023-08-25,Product E,North,256
2023-08-25,Product E,South,709
2023-08-25,Product E,East,325
2023-08-25,Product E,West,511
2023-08-26,Product A,North,304
2023-08-26,Product A,South,178
2023-08-26,Product A,East,223
2023-08-26,Product A,West,570
2023-08-26,Product B,North,317
2023-08-26,Product B,South,615
2023-08-26,Product B,East,701
2023-08-26,Product B,West,203
2023-08-26,Product C,North,492
2023-08-26,Product C,South,730
2023-08-26,Product C,East,744
2023-08-26,Product C,West,923
2023-08-26,Product D,North,707
2023-08-26,Product D,South,533
2023-08-26,Product D,East,430
2023-08-26,Product D,West,242
2023-08-26,Product E,North,899
2023-08-26,Product E,South,639
2023-08-26,Product E,East,377
2023-08-26,Product E,West,332
2023-08-27,Product A,North,628
2023-08-27,Product A,South,670
2023-08-27,Product A,East,189
2023-08-27,Product A,West,591
2023-08-27,Product B,North,298
2023-08-27,Product B,South,461
2023-08-27,Product B,East,540
2023-08-27,Product B,West,125
2023-08-27,Product C,North,124
2023-08-27,Product C,South,493
2023-08-27,Product C,East,606
2023-08-27,Product C,West,400
2023-08-27,Product D,North,438
2023-08-27,Product D,South,366
2023-08-27,Product D,East,560
2023-08-27,Product D,West,792
2023-08-27,Product E,North,555
2023-08-27,Product E,South,459
2023-08-27,Product E,East,167
2023-08-27,Product E,West,962
2023-08-28,Product A,North,511
